Name,Overall,Value
 Victorino Magela,74,€3.8M
 D. Ovono,65,€220K
 P. Glykos,71,€1.5M
 T. Wellenreuther,66,€675K
 I. Provedel,70,€1.8M
 M. Sayouba,68,€875K
 S. Clark,69,€650K
 L. Koopmans,67,€725K
 N. Ramos,67,€180K
 R. Olsen,73,€3.2M
 P. Abrahamsson,69,€750K
 D. Perquis,69,€650K
 J. Lillis,65,€350K
 D. Da Costa,66,€400K
 C. Bell,64,€300K
 N. Olij,65,€675K
 Márcio Velinha,68,€600K
 Lee Tae Hee,63,€400K
 P. Tschauner,75,€4M
 J. Devecchi,65,€675K
 L. Daniels,64,€300K
 L. Chichizola,75,€5.5M
 N. Ibáñez,70,€425K
 Kang Hyeon Mu,71,€2.2M
 Shin Hwa Yong,73,€1.6M
 D. Bingham,67,€625K
 A. Collin,65,€300K
 M. Turner,69,€1.2M
 S. Ulreich,79,€9M
 H. Arıkan,70,€725K
 N. Marsman,68,€750K
 Ricardo,75,€2.7M
 L. McCormick,66,€325K
 D. Mitov,56,€90K
 E. Horvath,70,€1.8M
 Ricardo Ferreira,70,€1.4M
 D. Stockdale,72,€1.9M
 J. Leca,73,€2.4M
 Pierrino Faria,73,€2.7M
 J. Valencia,63,€350K
 Z. de la Paz,59,€190K
 H. Sandvik,59,€130K
 L. Polvani,60,€240K
 G. Pegolo,71,€325K
 D. Heuer Fernandes,71,€2.3M
 R. Rúnarsson,66,€800K
 T. Knoflach,65,€550K
 D. Boer,71,€325K
 F. Altamirano,64,€625K
 Ratón,70,€1.7M
 A. Micai,70,€1.8M
 L. Price,62,€170K
 J. Chiarini,68,€210K
 A. Schwolow,76,€6.5M
 B. Magaña,64,€475K
 S. Todd,49,€60K
 A. Falch,62,€300K
 D. Button,68,€625K
 C. Collins,48,€45K
 Renan Ribeiro,74,€4.4M
 S. Moore,55,€90K
 L. Nienhuis,66,€500K
 G. Jourdren,69,€650K
 P. Gori,64,€30K
 Yang Han Been,70,€1.5M
 G. Deneuve,68,€525K
 J. Mucha,67,€300K
 P. Frattali,67,€475K
 E. Lamanna,72,€2.5M
 M. Engl,59,€230K
 D. Mesenhöler,67,€950K
 Jairo Farnias,70,€1.2M
 M. Lukač,69,€650K
 S. Ichazo,64,€325K
 Fred Aníbão,76,€5.5M
 K. Brouder,51,€45K
 A. Peláez,60,€210K
 Álex Domínguez,63,€625K
 A. Vaņins,70,€120K
 A. Luthe,72,€2M
 Cho Hyun Woo,74,€4.8M
 C. Bejarano,68,€525K
 D. Bertaud,64,€625K
 C. Stanković,66,€625K
 P. Mailey,56,€70K
 A. Otero,65,€275K
 J. Anyon,61,€160K
 C. Vargas,67,€625K
 A. Mitryushkin,69,€1.5M
 J. MacDonald,67,€475K
 C. Maxwell,71,€2.1M
 Da Costa,74,€2.8M
 G. Larsonneur,68,€1.4M
 L. Ureta,56,€150K
 B. Lecomte,80,€13.5M
 M. Michel,72,€2.6M
 R. Charles-Cook,62,€325K
 S. Bertoli,73,€275K
 M. Ibáñez,67,€500K
 C. Dawson,61,€325K
 I. González,68,€700K
 Bernabé,68,€900K
 Nicolas,69,€700K
 B. Rowe,64,€375K
 S. Moore,66,€425K
 B. Meredith,61,€200K
 J. Grahl,69,€750K
 Cristiano,68,€750K
 V. Vasic,62,€250K
 Y. Godzyur,70,€1M
 A. Dagriri,62,€200K
 Freder Cabral,73,€2.9M
 Unai Simón,68,€1.6M
 D. de Vries,67,€100K
 E. Gertmonas,63,€500K
 T. Boss,67,€800K
 F. Crivelli,66,€150K
 Aarón,62,€300K
 Kaíquão Castro,75,€3.4M
 A. Kochenkov,68,€575K
 B. Megyeri,69,€850K
 Mejías,63,€300K
 Soriano,67,€900K
 P. Santillo,66,€45K
 M. Caranta,65,€35K
 Dennis Díaz,60,€200K
 R. Green,72,€210K
 M. Samassa,72,€2.1M
 L. O'Brien,60,€200K
 J. Day,62,€275K
 Toño Ramírez,70,€1.1M
 A. Santurro,63,€325K
 D. Bassi,69,€600K
 R. Köse,69,€700K
 M. Agazzi,68,€525K
 Peter Torreiro,69,€750K
 K. Pilarz,64,€60K
 D. Mitov Nilsson,70,€1.5M
 C. Walsh,48,€50K
 Galván,62,€300K
 J. Zimmermann,68,€525K
 J. Archer,69,€1.1M
 P. Izzo,65,€525K
 J. Coppens,63,€300K
 J. Busk,70,€1.7M
 Ezkieta,65,€975K
 S. Grytebust,72,€2.4M
 B. Clarke,62,€180K
 O. Hadžikić,68,€975K
 C. Patterson-Sewell,64,€300K
 J. Chunga,69,€925K
 C. Seitz,67,€500K
 C. Pym,63,€450K
 M. Gillespie,62,€275K
 A. Al Sdairy,62,€275K
 T. Mikkelsen,61,€130K
 M. Lansing,57,€120K
 S. Mielitz,66,€500K
 S. McDermott,66,€650K
 L. Köteles,69,€600K
 M. Al Furayj,63,€250K
 Rui Vieira,65,€525K
 Neto,61,€240K
 M. Ivanov,61,€210K
 M. Wölfli,67,€300K
 R. Gurtner,76,€4.9M
 A. Al Enezi,65,€375K
 L. Butelle,75,€2.7M
 Yoon Bo Sang,66,€650K
 J. Muñoz,63,€300K
 P. McLain,60,€150K
 A. Nübel,64,€825K
 J. Moulin,68,€550K
 K. Debaty,63,€300K
 M. Gilks,69,€250K
 S. Brown,65,€300K
 Rui Silva,70,€1.8M
 J. Kempin,65,€475K
 J. Fabri,65,€600K
 M. Lobantsev,67,€900K
 L. Fernandes,62,€300K
 J. Rinne,68,€875K
 Carlos Alves,60,€250K
 D. Bachmann,62,€325K
 P. Mandanda,68,€700K
 P. Delecroix,67,€650K
 E. Guarna,65,€325K
 O. Jiménez,71,€1.7M
 F. Al Qarni,68,€750K
 S. Dioudis,70,€1.7M
 F. Kurto,65,€450K
 A. Stolz,65,€275K
 B. Castro,72,€1.3M
 S. McGuinness,59,€150K
 João Bruiñeira,72,€2.1M
 T. Dähne,61,€250K
 M. Koval,70,€1.6M
 No Dong Geon,64,€425K
 F. Rønnow,74,€5.5M
 L. Cháves,64,€500K
 E. Kobozev,65,€450K
 M. Gostomski,64,€325K
 E. Sanhueza,57,€130K
 J. McGuire,53,€70K
 K. Roos,62,€275K
 J. Gonzalez,67,€950K
 A. Isaksson,71,€550K
 A. Linde,69,€1M
 M. Zetterer,67,€900K
 J. Duncan,62,€300K
 A. Oukidja,69,€850K
 T. Vollnhofer,61,€140K
 A. Horwath,62,€190K
 A. Al Kassar,66,€525K
 J. Ledesma,67,€725K
 Leandro Pestanha,62,€150K
 Jesús Fernández,68,€700K
 W. Hennessey,73,€2.6M
 J. Leyton,61,€220K
 Ham Seok Min,65,€550K
 Lee Jin Hyung,62,€200K
 A. Nigmatullin,68,€750K
 Ryu Won Woo,66,€525K
 J. Lössl,75,€5.5M
 M. Kobras,67,€475K
 Edgar Badía,73,€3.8M
 M. Buchalik,65,€375K
 B. Körk,67,€50K
 L. Zima,64,€475K
 A. Pelagotti,66,€525K
 A. Mannus,65,€130K
 M. Bersano,56,€90K
 Adriano Facchini,71,€950K
 A. Bogdán,70,€1.2M
 K. Müller,70,€1.5M
 F. Çakır,60,€210K
 P. Mina,68,€550K
 A. Pomini,68,€120K
 M. Birighitti,66,€550K
 M. Howard,65,€350K
 M. Vidal,68,€800K
 Y. Brecher,62,€300K
 T. Mickel,65,€375K
 S. Slocombe,63,€250K
 J. Hamilton,64,€500K
 Diego Cavalieri,73,€1.6M
 Julián Cuesta,67,€675K
 E. Berisha,78,€7.5M
 T. Coremans,65,€475K
 B. Khuzwayo,69,€875K
 J. Speroni,72,€210K
 S. Elana,71,€325K
 C. Månsson,58,€15K
 Y. Thoelen,66,€550K
 G. Montoya,64,€180K
 R. Himmelmann,70,€1.2M
 M. Kerzhakov,73,€2.6M
 M. Engelhardt,62,€300K
 G. Hubert,69,€975K
 J. Steer,65,€525K
 S. Kiełpin,63,€250K
 J. Glinker,65,€275K
 D. Zibung,63,€190K
 S. Arai,65,€375K
 V. Demarconnay,68,€375K
 T. Duffner,64,€230K
 Rafael,76,€1.8M
 J. Gleeson,66,€500K
 L. Thomas,66,€600K
 Andrés Prieto,66,€650K
 G. Allison,65,€425K
 V. Janjetović,66,€425K
 André Milazisco,71,€1.2M
 M. Al Wakid,60,€200K
 P. Heredia,64,€400K
 A. Legzdins,65,€350K
 H. Halldórsson,67,€375K
 T. Loska,66,€750K
 A. Sala,62,€275K
 A. Jerez,56,€100K
 R. Sánchez,66,€325K
 R. Jérez,69,€650K
 T. Vaiho,62,€250K
 R. Sánchez,63,€375K
 C. Gallagher,56,€80K
 R. Naranjo,67,€50K
 A. Gounet,59,€130K
 C. Merville,65,€130K
 F. Coltorti,68,€120K
 S. Laiton,60,€375K
 L. Lezzerini,66,€800K
 R. Sattelmaier,62,€240K
 Y. Marillat,65,€550K
 Kim Seung Gyu,68,€750K
 N. Lomb,66,€625K
 B. Garratt,63,€400K
 Y. Bonnin,61,€220K
 J. Burić,70,€1.1M
 B. Moore,54,€60K
 M. Flekken,70,€1.8M
 V. Belon,62,€300K
 D. Budzyński,54,€60K
 Lee Bum Young,67,€525K
 M. Miśkiewicz,63,€250K
 Charles,73,€4M
 D. Gyollai,61,€400K
 N. Penneteau,74,€750K
 L. Fasan,60,€200K
 L. Königshofer,64,€325K
 D. Verhulst,71,€1.6M
 M. Dupé,71,€2.1M
 Wiliam Santinho,71,€1.2M
 H. Tekin,75,€5.5M
 L. Kruse,68,€450K
 N. Douchez,68,€60K
 B. Collins,61,€325K
 J. Hickey,51,€45K
 K. Letheren,62,€200K
 C. Giraldo,66,€550K
 L. Sotomayor,61,€350K
 L. Nicholls,66,€650K
 António Filipe,72,€1.8M
 D. Olsson,59,€220K
 D. González,69,€425K
 J. Ruddy,72,€2M
 P. Heigre,61,€250K
 J. Brondeel,66,€625K
 P. Klandt,69,€525K
 B. Valette,66,€575K
 J. Martínez,64,€450K
 M. Hildebrandt,65,€450K
 M. Dyngeland,63,€425K
 L. Zigi,59,€275K
 J. Vickers,62,€375K
 C. O'Malley,61,€300K
 M. Havekotte,61,€300K
 D. Martínez,68,€725K
 F. Serraiocco,59,€150K
 V. Myhra,61,€350K
 A. Muric,63,€625K
 W. Norris,66,€700K
 M. Festa,62,€275K
 P. Baiocco,60,€150K
 A. Marfaing,58,€180K
 T. Zengin,73,€2M
 K. Müller,64,€400K
 K. Kawata,64,€300K
 A. Al Fahmi,60,€190K
 V. Eicher,67,€650K
 K. Nakamura,71,€2.4M
 Valera,60,€240K
 F. Al Masrahi,63,€375K
 A. Doukha,65,€350K
 T. Worra,63,€325K
 M. Schulze Niehues,64,€325K
 G. Sava,57,€70K
 S. Massolo,60,€300K
 P. Wiegers,64,€350K
 D. Kuciak,70,€1M
 S. Pérez,63,€300K
 Luciano Cacheira,69,€525K
 S. Flinders,63,€220K
 D. Trela,64,€300K
 Victor Fachinhas,70,€900K
 G. Gallon,66,€600K
 G. Makaridze,71,€1.6M
 J. van der Sar,60,€275K
 R. Marcone,62,€275K
 Sergio García,60,€275K
 R. Melgrati,63,€400K
 C. Pinsoglio,69,€700K
 O. Kristinsson,63,€300K
 G. Doherty,60,€50K
 E. Domaschke,66,€400K
 N. Losada,64,€450K
 S. Londoño,64,€550K
 J. Lumley,60,€240K
 José Perales,64,€450K
 B. Geens,63,€375K
 L. Mocio,62,€300K
 F. Ben Mustapha,63,€250K
 K. Stępniowski,57,€100K
 L. Jones,47,€50K
 Rafael Defendi,71,€1.2M
 Kim Gyeong Min,61,€220K
 J. Murphy,61,€60K
 J. Carranza,69,€140K
 M. Castro,65,€375K
 S. Taylor,64,€60K
 E. Dahlin,64,€375K
 L. Montipó,65,€600K
 S. Burchert,70,€1.2M
 S. Walker,65,€525K
 Pablo Cacharrón,58,€180K
 Leonardo,64,€450K
 M. Scannella,60,€130K
 P. Klewin,67,€750K
 R. Gikiewicz,72,€2.1M
 R. Fij,62,€300K
 L. Pineda,64,€425K
 N. Townsend,62,€350K
 A. Lukse,68,€600K
 J. Placide,66,€425K
 R. Watson,53,€80K
 D. Haas,67,€375K
 I. Ivušić,66,€800K
 Oh Seung Hoon,68,€600K
 M. Siabanis,62,€350K
 M. Aquino,60,€230K
 P. Carlgren,69,€975K
 E. Baburin,64,€475K
 C. Mafoumbi,57,€100K
 A. Wichne,59,€240K
 Y. van Osch,62,€425K
 R. Griffiths,58,€170K
 E. Edwards Jr.,61,€240K
 M. Pawełek,64,€60K
 M. Jeannin,65,€425K
 V. De Lucia,53,€70K
 G. Banguera,72,€3.8M
 J. Blackman,68,€975K
 A. Mosquera,63,€350K
 Z. MacMath,67,€625K
 Y. Gutiérrez,61,€35K
 J. Carrasso,69,€700K
 G. Moss,64,€180K
 A. Mandrea,64,€450K
 M. Netolitzky,58,€120K
 Kim Ho Jun,67,€375K
 B. Knighton,65,€300K
 Je Jong Hyeon,61,€230K
 O. Jansson,68,€750K
 J. Haugaard,65,€525K
 A. Budakov,67,€450K
 O. Özenç,64,€425K
 J. Tyson,60,€140K
 P. Farman,60,€140K
 K. Kamiński,66,€550K
 J. Escobar,64,€300K
 J. Drobný,73,€275K
 R. Wolf,71,€1.8M
 N. Jackers,64,€575K
 V. Baume,58,€150K
 R. Meara,67,€700K
 T. Akmurzin,58,€230K
 B. Stuver,64,€400K
 T. Koubek,76,€7M
 S. Román,63,€425K
 M. Iversen,50,€40K
 R. Mandanda,66,€625K
 A. Lonergan,65,€275K
 Filipe Mendes,66,€375K
 W. Abdullah,64,€275K
 Jung Sung Ryong,71,€1.4M
 A. Wilk,60,€300K
 Sillero,60,€200K
 C. Doyle,67,€450K
 O. Werner,67,€450K
 R. Pillot,62,€250K
 Jhonatan,67,€700K
 J. Hartock,66,€425K
 A. Kofler,64,€300K
 F. Hurtado,64,€180K
 Yun Pyeong Gook,55,€80K
 H. Fossdal,53,€100K
 A. Al Basisi,57,€7K
 M. Hernández,69,€425K
 E. Verstappen,61,€250K
 J. Pavlenka,80,€13.5M
 T. Stuckmann,64,€60K
 M. Dreyer,67,€625K
 W. Eskelinen,63,€525K
 J. Maurer,64,€325K
 E. Goshev,59,€275K
 K. Zobeck,55,€50K
 P. Grazziani,63,€400K
 D. Delaunay,62,€325K
 A. Al Saleh,60,€160K
 A. Romero,59,€275K
 E. El Hadary,70,€120K
 Dani Martín,65,€700K
 D. Phillips,60,€300K
 V. Barkas,69,€1M
 T. Nørgaard,64,€300K
 A. Rosati,69,€425K
 M. Vanhamel,70,€1.4M
 F. Farnolle,66,€375K
 C. Dilo,61,€250K
 J. Mabokgwane,67,€525K
 L. Pirard,69,€1M
 D. Nizic,58,€140K
 R. Etheridge,57,€120K
 Jang Dae Hee,63,€400K
 Adrianiscito,74,€4M
 J. McKeown,58,€90K
 M. Vigorito,66,€425K
 O. Linnér,68,€900K
 B. Castillo,66,€45K
 Hong Jung Nam,64,€300K
 M. Malaeka,62,€180K
 G. Guerrieri,61,€350K
 M. Gorgelin,68,€800K
 D. Lopar,64,€250K
 J. Wiland,71,€325K
 K. Piedrahita,62,€275K
 W. Mosquera,63,€210K
 R. Sandberg,64,€400K
 T. Holý,63,€350K
 R. te Loeke,62,€240K
 H. Shaian,63,€250K
 M. Langer,67,€450K
 A. Poggenborg,63,€190K
 Jung San,62,€210K
 J. Houwen,64,€525K
 Dani Giménez,70,€900K
 Kim Tae Ho,56,€80K
 C. Akbaba,60,€230K
 N. Tzanev,53,€80K
 M. Štěch,67,€525K
 B. Al Baqi,60,€160K
 M. Branderhorst,65,€550K
 D. Grimshaw,54,€120K
 B. Kamara,70,€2M
 W. van der Steen,66,€525K
 M. Loaiza,54,€70K
 M. Sharahili,62,€250K
 L. McGee,66,€800K
 F. Dornebusch,61,€250K
 H. Al Watyan,56,€140K
 D. Bernhardt,69,€650K
 L. Unnerstall,73,€3.5M
 D. Padelli,74,€3.4M
 T. De Bie,59,€180K
 C. McCabe,55,€90K
 S. Ando,61,€200K
 G. Ndy Assembe,69,€650K
 G. Rogers,65,€130K
 D. Rogers,59,€170K
 S. Shearer,59,€20K
 M. Tyler,61,€15K
 J. Knoll,55,€90K
 M. Crowe,60,€230K
 T. Müller,63,€475K
 C. Winn,55,€70K
 P. Terracciano,65,€375K
 L. Savelloni,60,€240K
 D. Russo,63,€250K
 J. Coleman,60,€230K
 S. Allagbé,66,€700K
 A. Berezin,57,€100K
 S. Farelli,59,€60K
 P. Drewes,65,€550K
 D. Khomich,64,€250K
 A. Al Qarni,67,€375K
 R. Lainton,61,€200K
 L. Burge,60,€190K
 Q. Westberg,64,€275K
 Markel Areitio,65,€775K
 Nelson Freitosa,64,€230K
 B. Samba,65,€500K
 W. Hesl,64,€275K
 R. Gilmartin,59,€100K
 M. McNulty,64,€60K
 E. Ruiz,63,€650K
 J. Jiménez,58,€170K
 N. Larsen,64,€375K
 N. Manfredini,63,€250K
 V. Gudiev,63,€425K
 K. Fickentscher,61,€180K
 J. Maxted,55,€80K
 M. Knaller,71,€1.5M
 J. Smith,69,€1.2M
 E. Ersu,63,€375K
 M. Heus,62,€325K
 M. Bettinelli,71,€2.2M
 M. Ratajczak,63,€90K
 A. Oxborough,55,€140K
 T. Schützenauer,61,€275K
 P. Tsintotas,69,€1.1M
 D. Albil,65,€35K
 R. Strebinger,68,€875K
 O. Marciano,65,€450K
 M. Kuttin,62,€275K
 E. Johansen,64,€425K
 P. Heerwagen,66,€250K
 S. Al Ghamdi,57,€100K
 S. Howes,56,€120K
 M. Acton,59,€140K
 T. Naurin,67,€375K
 E. Özbir,67,€625K
 S. Nelson,60,€50K
 A. Weis,68,€700K
 K. Al Muqaytib,53,€60K
 K. Kronholm,70,€1.1M
 L. Reddy,62,€70K
 K. Otani,64,€375K
 A. Zendejas,61,€300K
 Z. Alomerović,64,€400K
 B. Roche,63,€90K
 B. Maher,55,€130K
 J. Malherbe,61,€220K
 I. Zaid,60,€140K
 A. Sosa,59,€220K
 Cho Soo Hyuk,64,€300K
 K. Forenc,58,€110K
 C. Burton,58,€200K
 F. Ruberto,64,€450K
 C. Belford,60,€170K
 M. Higashiguchi,72,€1.9M
 A. Mathlouthi,73,€2.3M
 A. Brunst,64,€525K
 M. Peškovič,63,€90K
 D. Petrić,70,€1.2M
 R. Ramírez,60,€300K
 J. Stephens,61,€230K
 R. Sallinger,55,€110K
 Miguel Oliveira,67,€700K
 E. Reséndez,66,€850K
 Hwang ByeongGeun,63,€375K
 A. Davies,67,€750K
 D. Marzino,54,€90K
 T. Hadler,57,€120K
 M. Schubert,64,€800K
 T. Castella,60,€210K
 M. Centeno,63,€300K
 Assis,63,€250K
 E. Dick,58,€160K
 C. Dobnik,63,€240K
 S. Antonio,62,€375K
 A. Pearce,57,€190K
 R. Husić,60,€240K
 D. Stojanović,63,€375K
 F. Pavoni,59,€250K
 F. Nita,72,€2.1M
 F. Coppola,65,€35K
 B. Pindroch,61,€240K
 J. McCombe,53,€20K
 J. Vachoux,67,€850K
 A. Sánchez,69,€675K
 J. McCarthy,65,€525K
 G. Marinelli,65,€450K
 B. Alnwick,66,€425K
 L. Álvarez,70,€1M
 E. Fernández,58,€130K
 J. Szmatuła,66,€90K
 J. Rose,61,€275K
 S. Collis,55,€10K
 L. Andrenacci,57,€130K
 B. Killip,54,€90K
 J. Posavec,69,€1.5M
 Juan Pérez,61,€400K
 J. García,70,€1.1M
 Caio Padricio,69,€525K
 O. Schnitzler,64,€500K
 F. Müller,64,€800K
 W. Cuesta,60,€210K
 M. Maroši,58,€130K
 B. Lekström,58,€15K
 B. Kennedy,61,€160K
 C. Mitchell,59,€160K
 N. Ravaglia,66,€525K
 A. McCarey,62,€275K
 D. Blazevic,59,€160K
 R. Scully,56,€90K
 K. Stamatopoulos,59,€10K
 E. Grimes,54,€80K
 A. Swolfs,60,€275K
 L. De Bórtoli,61,€200K
 D. Cornell,59,€140K
 Y. Diouf,59,€275K
 T. Velaphi,61,€160K
 M. Jiménez,65,€450K
 H. Campbell,56,€130K
 A. Dovbnya,71,€1.5M
 E. İşcan,62,€275K
 O. Jonsson,52,€60K
 I. Gelios,59,€150K
 R. Iuliano,53,€30K
 T. Kirschbaum,69,€675K
 H. Koffi,66,€875K
 L. Budziłek,60,€170K
 F. Cambeses,60,€375K
 M. Seidel,60,€240K
 I. Pomazun,63,€400K
 M. Beeney,58,€140K
 J. Aylagas,63,€400K
 A. Seculin,70,€1.4M
 J. Mall,67,€650K
 N. Mäenpää,68,€525K
 L. Pocrnjic,74,€1.3M
 V. Fiorillo,71,€1.6M
 L. Hägg-Johansson,64,€425K
 S. Rowley,55,€110K
 C. Källqvist,64,€230K
 L. Raeder,65,€525K
 V. Jovic,56,€160K
 A. Al Mazaidi,63,€220K
 B. Murphy,64,€180K
 O. Sissoko,64,€300K
 V. Xenopoulos,56,€160K
 D. Ermakov,54,€80K
 A. Østbø,65,€500K
 E. Oelschlägel,64,€525K
 J. Pollersbeck,70,€2.1M
 M. Hauptmeijer,62,€375K
 J. Wrąbel,59,€190K
 R. Fulton,60,€210K
 B. Olejnik,62,€190K
 R. Fitzsimons,61,€275K
 F. Uzoho,68,€1.5M
 J. Bijlow,67,€1.1M
 J. Jones,65,€375K
 R. Huddart,58,€150K
 Lee Ho Seung,66,€425K
 L. Plogmann,58,€230K
 J. Klinsmann,61,€450K
 Fran,62,€200K
 P. Cherrie,60,€100K
 K. Karpieszuk,53,€60K
 M. Macey,58,€160K
 T. Zwarthoed,63,€150K
 G. Zabret,62,€425K
 R. Wulle,61,€275K
 A. Guarnone,59,€250K
 M. McGovern,68,€525K
 Miguel Silva,71,€2.3M
 M. Kelemen,69,€70K
 C. Cropper,65,€500K
 Marco,62,€300K
 M. Stryjek,58,€160K
 F. Andersson,60,€150K
 A. Leitner,66,€625K
 D. Orlishausen,64,€180K
 C. Brown,57,€100K
 J. Bendik,69,€875K
 F. Bredlow,69,€1.2M
 M. Caillard,63,€375K
 M. Reule,61,€275K
 Gu Sung Yun,66,€600K
 M. Ingram,64,€500K
 N. Rehnen,63,€500K
 E. Zelazny,69,€925K
 T. Smith,61,€275K
 M. Asiri,56,€80K
 M. Sætra,53,€60K
 T. Paterok,58,€110K
 J. Eastwood,57,€120K
 A. Vasyutin,66,€700K
 D. Reimann,61,€400K
 João Pinho,62,€275K
 O. Sail,54,€70K
 Kwon Tae Ahn,59,€140K
 Casitas,60,€240K
 G. Jansson,62,€180K
 F. Hornung,52,€70K
 M. Hurst,48,€35K
 J. Rasheed,60,€190K
 M. Oxley,65,€375K
 E. Şalk,66,€500K
 T. Holland,54,€80K
 M. Janssens,57,€130K
 L. Bonnefoi,61,€130K
 E. Louro,58,€140K
 Z. Clark,62,€300K
 L. Maniero,59,€210K
 W. Sietsma,60,€275K
 F. Al Shammari,63,€50K
 L. Chiappero,58,€120K
 H. Sogahata,70,€120K
 K. Fegrouche,56,€20K
 F. Bonansea,58,€190K
 J. Fejzić,71,€1.4M
 K. Horgan,55,€80K
 F. Due,57,€100K
 L. Ardente,73,€950K
 B. Uphoff,68,€875K
 M. Gliwa,63,€250K
 Tiago Sá,65,€675K
 F. Lanzillotta,65,€550K
 J. Rask,65,€375K
 S. Brodersen,56,€120K
 C. Gregory,54,€110K
 A. Andersson,63,€325K
 J. Maddison,56,€90K
 A. Redmayne,62,€210K
 A. Cairns,65,€525K
 H. Isted,56,€160K
 E. Parish,61,€200K
 A. Paroni,59,€130K
 C. Diop,63,€325K
 O. Söderberg,64,€375K
 A. Vaikla,62,€425K
 B. Bvuma,60,€240K
 J. Wollacott,53,€80K
 E. Balcombe,56,€150K
 T. Sugeno,64,€230K
 F. Plach,58,€120K
 J. Hamon,54,€80K
 D. Mackay,49,€35K
 R. Kortsmit,70,€1.7M
 R. Källman,54,€110K
 N. Temperini,60,€240K
 N. Hengelman,64,€375K
 D. Pietrzkiewicz,58,€90K
 I. Obukhov,56,€130K
 A. Balijon,65,€220K
 L. Ketterer,58,€120K
 Y. Aygün,64,€425K
 M. Hudson,52,€80K
 G. Kasprzik,61,€130K
 A. Mills,50,€35K
 Landeta,64,€550K
 D. Sappa,62,€350K
 B. Leroy,70,€1.4M
 Ailton Cardenhas,69,€700K
 J. Joronen,66,€625K
 A. Abedzadeh,66,€625K
 J. Aguirre,65,€525K
 H. Burgoyne,61,€400K
 H. Nakabayashi,60,€130K
 Tomeu Nadal,64,€375K
 Nathael Silbeira,71,€1.2M
 Juanpe Sánchez,60,€230K
 G. Shelia,66,€525K
 P. Pervan,66,€500K
 D. Konstantopoulos,64,€30K
 R. Suzuki,57,€100K
 L. Bostyn,68,€825K
 G. Gómez,66,€750K
 V. Sugrubov,58,€170K
 D. Evtimov,60,€230K
 J. Storevik,54,€100K
 J. Bruhns,56,€120K
 Eduardo Fonseira,71,€1.6M
 I. Groothuizen,64,€500K
 J. Kiassumbua,61,€230K
 Y. Mersin,56,€100K
 M. Al Anazi,64,€300K
 O. Zelenika,66,€600K
 M. Prévot,67,€1.1M
 B. Allain,60,€200K
 N. Feely,56,€90K
 B. Fernandez,63,€210K
 J. Marcinkowski,57,€190K
 D. Richards,55,€80K
 S. Cibois,61,€450K
 L. Zidane,64,€500K
 D. Verwüster,53,€90K
 N. Araya,57,€130K
 Zubiaurre,67,€900K
 F. Escales,61,€275K
 D. Zeaiter,61,€240K
 G. Rehak,65,€550K
 J. Słowik,66,€575K
 Janota,65,€350K
 K. Okanishi,56,€80K
 J. Urke,59,€140K
 S. Pouplin,66,€375K
 M. Solís,65,€220K
 Carlos Henriques,65,€525K
 S. Gustafsson,53,€100K
 J. Ayala,65,€375K
 M. Yıldırım,70,€1.5M
 H. Iikura,66,€400K
 S. Hernández,63,€575K
 D. Davari,64,€300K
 J. Sievers,56,€110K
 B. Ganley,50,€50K
 A. Jakubech,64,€600K
 H. Oka,58,€100K
 H. Strömgren,54,€80K
 P. Dahlberg,67,€1.1M
 D. Barnes,56,€110K
 C. Riegler,61,€230K
 S. Wilson,54,€110K
 A. Smith,64,€400K
 M. Nilsson,57,€110K
 M. Soldo,53,€90K
 A. Desmas,63,€375K
 A. Tarbell,67,€750K
 L. Italiano,58,€110K
 D. Sweeney,51,€60K
 T. Hayashi,69,€425K
 M. Gonzalez,58,€170K
 E. McGinty,51,€60K
 A. Paleari,65,€550K
 J. Holmes,55,€100K
 Pedro Silva,65,€975K
 A. Schlager,62,€325K
 Dani Hernández,58,€160K
 Campos,61,€300K
 F. Kraft,55,€130K
 A. Chapman,62,€240K
 S. Hornby,50,€30K
 Daniel Rebollo,60,€325K
 D. Parkin,55,€90K
 D. Bičík,67,€100K
 U. Yuvakuran,63,€650K
 K. Dybowski,56,€110K
 H. Yılmaz,68,€450K
 Koke Vegas,66,€750K
 I. Vargić,69,€675K
 L. Saxton,58,€100K
 J. Castillo,63,€375K
 A. Tozzo,61,€250K
 L. Zingerle,66,€650K
 M. Nicolas,59,€275K
 P. Friis Jensen,59,€120K
 Y. Urra,58,€160K
 J. Walton,53,€100K
 F. Sollacaro,57,€110K
 M. Bruhn,58,€120K
 N. Kato,64,€250K
 Park Dae Han,61,€300K
 M. Igonen,61,€325K
 M. Brouwer,58,€120K
 N. Iwadate,60,€150K
 A. Cajtoft,66,€700K
 W. Pawłowski,64,€425K
 Gorka Giralt,59,€190K
 K. Baran,61,€200K
 S. Fox,63,€240K
 Song Bum Keun,64,€575K
 G. Anestis,71,€2M
 M. Rudakov,55,€110K
 T. Berni,64,€180K
 Ángel,62,€325K
 Tienza,60,€250K
 A. Keita,65,€350K
 A. Donnarumma,66,€575K
 X. Lenogue,56,€110K
 K. Kunz,65,€475K
 G. Faivre,67,€500K
 C. Acevedo,68,€900K
 Y. Zummack,56,€90K
 J. Bittner,54,€15K
 Adrián López,63,€475K
 K. Yaşar,60,€210K
 C. Sparrow,55,€80K
 M. Şengezer,63,€500K
 G. Marchegiani,65,€975K
