Special,Value,Age,Overall
1373,950000,34,72
1373,140000,18,54
1373,140000,18,54
1373,45000,17,50
1373,180000,20,56
1373,110000,19,54
1373,50000,18,49
1373,90000,20,52
1373,325000,22,61
1373,110000,22,56
1373,250000,32,64
1373,325000,30,64
1373,120000,18,53
1373,350000,20,59
1373,100000,27,58
1373,110000,19,53
1372,325000,21,60
1372,220000,19,57
1372,190000,18,56
1372,60000,17,49
1372,475000,18,61
1372,375000,22,62
1372,350000,22,62
1372,600000,19,62
1372,700000,29,68
1372,350000,17,61
1371,300000,19,59
1371,200000,21,59
1371,475000,24,64
1371,150000,17,54
1371,210000,28,60
1371,210000,16,57
1371,725000,28,68
1371,90000,25,56
1371,375000,18,60
1371,800000,25,67
1370,50000,19,49
1370,180000,17,56
1370,375000,18,60
1370,250000,16,58
1370,160000,17,56
1370,60000,18,48
1370,300000,28,63
1370,170000,22,57
1370,450000,21,63
1370,550000,21,64
1369,70000,25,54
1369,425000,24,63
1369,60000,20,50
1369,725000,33,70
1369,120000,22,56
1369,60000,19,48
1369,1000000,27,69
1369,400000,19,60
1369,4000000,25,73
1369,300000,18,59
1369,600000,31,68
1369,140000,21,55
1369,325000,19,60
1368,110000,24,57
1368,650000,20,64
1368,120000,20,54
1368,775000,30,69
1368,900000,22,67
1368,120000,17,55
1368,140000,21,58
1368,475000,25,63
1368,190000,18,56
1368,425000,21,62
1368,100000,18,53
1368,220000,18,57
1368,350000,24,62
1368,40000,23,47
1368,15000000,23,80
1367,325000,20,60
1367,60000,17,49
1367,725000,28,68
1367,240000,20,59
1367,220000,18,57
1367,60000,15,49
1367,275000,23,60
1367,120000,25,56
1367,190000,18,57
1367,60000,19,50
1367,160000,17,55
1367,80000,18,51
1366,600000,19,62
1366,300000,23,61
1366,550000,19,63
1366,110000,20,55
1366,425000,17,60
1366,50000,18,49
1366,40000,19,51
1366,160000,21,57
1366,130000,21,56
1366,190000,18,56
1366,110000,20,54
1365,325000,21,61
1365,110000,16,52
1365,230000,21,59
1365,130000,19,55
1365,180000,18,58
1365,180000,19,57
1365,200000,16,56
1365,60000,19,50
1365,130000,20,56
1365,825000,22,65
1365,625000,21,64
1365,425000,29,65
1365,35000,17,49
1364,140000,20,56
1364,45000,20,50
1364,80000,19,51
1364,450000,22,62
1364,190000,19,58
1364,240000,29,62
1364,110000,20,54
1364,11000000,31,81
1364,500000,25,64
1364,300000,18,59
1364,400000,18,61
1364,375000,27,64
1364,300000,19,59
1364,725000,23,65
1364,220000,18,57
1363,450000,26,64
1363,275000,19,58
1363,130000,22,56
1363,150000,20,56
1363,575000,25,65
1363,600000,21,64
1363,220000,21,59
1363,475000,20,63
1363,40000,20,50
1363,200000,19,57
1363,70000,17,51
1363,110000,27,57
1363,400000,21,62
1363,100000,19,53
1363,170000,22,58
1363,70000,18,52
1362,400000,19,60
1362,350000,20,60
1362,350000,29,64
1362,100000,24,56
1362,200000,21,59
1362,150000,21,57
1362,550000,23,64
1362,120000,21,54
1361,375000,31,65
1361,700000,24,66
1361,600000,23,64
1361,200000,19,57
1361,120000,24,56
1361,450000,26,64
1361,350000,21,61
1361,180000,24,59
1361,250000,17,58
1361,525000,32,68
1361,350000,23,62
1361,275000,20,60
1361,110000,18,56
1361,210000,17,57
1360,50000,17,49
1360,60000,17,50
1360,70000,19,51
1360,110000,19,52
1360,11000000,29,80
1360,350000,23,62
1360,140000,18,54
1360,60000,18,50
1360,190000,18,56
1360,120000,20,55
1360,140000,24,58
1360,140000,22,56
1359,120000,18,55
1359,220000,18,57
1359,150000,33,63
1359,325000,22,60
1359,300000,20,59
1359,160000,18,55
1359,70000,21,52
1359,160000,17,55
1359,1000000,20,67
1359,170000,19,55
1359,850000,28,69
1358,400000,22,62
1358,110000,20,55
1358,1000000,29,70
1358,400000,31,64
1358,210000,17,57
1358,325000,26,62
1358,275000,18,59
1358,90000,19,53
1358,525000,28,66
1358,70000,23,52
1358,170000,19,55
1357,170000,18,56
1357,60000,17,50
1357,210000,20,59
1357,190000,18,57
1357,675000,20,63
1357,140000,23,58
1357,180000,17,56
1357,50000,18,50
1357,160000,17,55
1357,220000,19,57
1357,140000,18,54
1357,300000,18,59
1357,70000,19,53
1357,850000,28,69
1356,1000000,24,69
1356,190000,16,59
1356,70000,17,51
1356,850000,21,66
1356,180000,20,57
1356,500000,21,63
1356,110000,20,54
1355,210000,20,58
1355,60000,18,50
1355,975000,20,66
1355,325000,30,64
1355,450000,25,64
1355,140000,31,60
1355,350000,29,64
1355,170000,19,56
1355,300000,31,64
1354,110000,20,55
1354,90000,36,66
1354,10000000,21,78
1354,230000,20,59
1354,425000,18,60
1354,120000,21,53
1354,140000,20,55
1354,140000,21,55
1354,150000,19,54
1354,725000,19,65
1353,500000,28,65
1353,110000,19,53
1353,210000,17,57
1353,80000,21,53
1353,45000,21,50
1353,375000,31,65
1353,1000000,24,69
1353,550000,22,64
1353,150000,22,57
1353,250000,35,69
1353,200000,21,59
1353,375000,28,64
1353,170000,20,58
1353,26000000,26,84
1353,70000,18,52
1353,250000,16,58
1353,140000,22,58
1352,275000,29,63
1352,350000,20,60
1352,150000,20,57
1352,130000,19,55
1352,35000,22,50
1352,150000,18,56
1352,140000,31,60
1352,300000,21,60
1352,140000,17,55
1351,325000,24,62
1351,625000,28,67
1351,130000,18,54
1351,220000,19,57
1351,475000,26,64
1351,170000,23,59
1351,14000000,30,82
1351,80000,18,53
1350,60000,18,48
1350,120000,22,55
1350,160000,21,56
1350,275000,21,60
1350,400000,30,65
1350,950000,25,68
1350,450000,22,62
1350,90000,24,55
1350,110000,19,52
1350,180000,20,58
1350,140000,18,54
1350,250000,20,58
1350,425000,23,63
1349,550000,23,64
1349,325000,23,62
1349,60000,25,53
1349,200000,26,60
1349,50000,18,50
1349,1000000,34,74
1349,140000,20,56
1349,450000,25,64
1349,110000,18,53
1349,120000,22,56
1348,210000,19,59
1348,230000,22,59
1348,50000,18,50
1348,350000,22,62
1348,675000,23,66
1348,110000,17,54
1347,100000,19,52
1347,375000,27,64
1347,90000,22,54
1347,350000,22,62
1347,70000,32,58
1347,230000,22,59
1347,575000,21,64
1347,160000,17,55
1347,50000,18,47
1347,325000,26,62
1347,70000,23,53
1347,130000,16,53
1346,275000,21,60
1346,550000,22,64
1346,120000,20,54
1346,60000,17,50
1346,170000,18,55
1346,140000,28,59
1346,100000,18,52
1345,230000,20,58
1345,250000,17,58
1345,220000,26,60
1345,140000,27,58
1345,300000,18,60
1345,50000,18,50
1345,80000,33,60
1345,120000,20,53
1345,625000,19,63
1345,120000,18,53
1345,1000000,19,65
1344,250000,18,59
1344,140000,19,56
1344,100000,21,53
1344,150000,23,58
1344,130000,18,55
1344,160000,18,55
1344,4000000,34,78
1343,450000,21,63
1343,110000,18,53
1343,45000,24,51
1343,120000,17,53
1343,30000,39,64
1343,450000,27,64
1343,240000,20,59
1343,600000,29,67
1343,400000,23,63
1343,130000,19,53
1342,600000,23,64
1342,1000000,25,70
1342,190000,24,59
1342,90000,19,53
1342,90000,20,53
1342,875000,24,67
1342,130000,19,56
1342,80000,17,53
1342,250000,16,58
1342,90000,20,53
1342,250000,20,58
1342,60000,18,47
1342,60000,16,49
1341,120000,21,55
1341,190000,18,57
1341,130000,20,55
1341,9000000,25,78
1341,110000,22,53
1341,1000000,26,70
1341,160000,17,55
1341,300000,33,67
1341,80000,19,51
1341,130000,23,56
1341,300000,32,65
1341,925000,23,67
1340,60000,19,51
1340,160000,25,59
1340,500000,19,61
1340,170000,19,57
1340,375000,22,62
1340,130000,20,55
1339,1000000,23,70
1339,130000,22,56
1339,150000,22,56
1339,50000,18,52
1339,325000,26,62
1339,210000,16,57
1339,100000,17,52
1339,140000,19,55
1339,150000,18,55
1339,325000,30,64
1338,375000,21,62
1338,25000000,28,84
1338,160000,19,57
1338,110000,19,54
1338,120000,20,55
1337,170000,18,56
1337,300000,27,63
1337,2000000,27,71
1337,350000,23,62
1337,100000,20,52
1337,80000,17,53
1337,90000,21,52
1337,325000,22,61
1337,160000,20,57
1337,110000,18,53
1337,60000,19,49
1337,170000,17,57
1337,80000,21,53
1336,190000,18,56
1336,80000,18,51
1336,2000000,31,73
1336,400000,23,63
1336,60000,18,47
1336,17000000,24,81
1336,45000,18,51
1335,140000,19,58
1335,4000000,39,89
1335,300000,20,60
1335,240000,18,58
1335,160000,19,56
1335,250000,22,60
1335,190000,18,56
1334,40000,18,50
1334,130000,20,55
1334,550000,27,66
1334,210000,17,57
1334,100000,19,52
1334,60000,18,47
1334,500000,21,63
1334,100000,19,53
1333,220000,18,57
1333,90000,22,55
1333,400000,21,61
1333,90000,18,53
1333,80000,34,61
1333,475000,18,61
1333,250000,20,59
1333,140000,18,54
1333,350000,27,63
1333,525000,28,66
1333,160000,18,58
1332,110000,17,55
1332,120000,29,59
1332,725000,28,68
1332,170000,18,55
1332,250000,27,61
1332,475000,30,66
1332,160000,20,56
1332,925000,26,68
1332,475000,18,61
1332,200000,19,56
1331,140000,20,55
1331,70000,18,51
1331,450000,21,62
1331,130000,19,55
1331,90000,31,58
1331,140000,19,56
1331,140000,18,54
1331,90000,18,53
1331,100000,18,52
1330,475000,20,62
1330,220000,21,59
1330,220000,20,59
1330,60000,18,47
1330,60000,18,48
1330,160000,19,57
1330,275000,21,60
1330,70000,17,51
1330,375000,22,62
1330,190000,18,56
1330,100000,18,52
1330,190000,18,57
1330,600000,31,68
1329,350000,27,63
1329,190000,18,57
1329,80000,18,52
1329,200000,18,58
1329,90000,21,54
1329,110000,18,54
1329,60000,16,48
1329,375000,26,63
1329,130000,19,53
1329,300000,23,61
1329,120000,17,53
1329,425000,31,66
1328,325000,18,60
1328,100000,19,53
1328,160000,24,58
1328,450000,21,63
1328,230000,28,61
1328,210000,27,61
1328,60000,19,52
1328,80000,17,51
1328,375000,21,62
1327,275000,25,61
1327,275000,30,63
1327,500000,25,64
1327,375000,27,64
1327,50000,18,50
1327,30000,34,57
1327,180000,20,58
1327,230000,23,60
1327,450000,20,63
1327,70000,19,51
1326,475000,30,66
1326,140000,18,54
1326,180000,22,58
1326,130000,35,65
1326,400000,30,65
1326,150000,23,57
1326,120000,18,55
1326,120000,18,53
1326,200000,17,59
1326,100000,18,52
1326,240000,22,60
1326,300000,21,61
1326,160000,16,55
1326,650000,25,66
1325,150000,20,57
1325,300000,31,64
1325,170000,19,55
1325,150000,28,59
1325,180000,19,56
1325,725000,19,63
1325,375000,33,67
1325,200000,27,60
1325,600000,19,62
1325,525000,29,67
1324,60000,34,60
1324,190000,23,59
1324,160000,20,57
1324,325000,20,60
1324,200000,24,59
1324,220000,21,59
1324,5000000,29,76
1324,4000000,29,75
1324,250000,22,60
1324,80000,18,51
1324,140000,16,54
1323,90000,23,54
1323,325000,23,61
1323,90000,19,53
1323,130000,17,53
1323,80000,21,53
1323,90000,20,53
1323,90000,16,52
1323,450000,24,63
1322,775000,24,66
1322,200000,19,57
1322,30000,33,54
1322,110000,18,53
1322,100000,17,53
1322,425000,23,63
1322,110000,19,52
1322,90000,27,56
1322,150000,19,57
1322,110000,22,55
1322,110000,17,54
1321,375000,21,62
1321,60000,20,52
1321,425000,25,63
1321,130000,19,54
1321,220000,18,57
1321,120000,17,54
1321,60000,19,50
1321,160000,19,56
1321,350000,19,60
1320,700000,24,66
1320,120000,18,53
1320,575000,20,63
1320,180000,18,58
1320,350000,29,64
1320,40000,22,50
1320,500000,24,64
1319,170000,23,59
1319,120000,18,54
1319,60000,17,51
1318,240000,18,58
1318,50000,18,49
1318,80000,21,53
1318,250000,27,61
1318,140000,20,58
1318,180000,19,57
1318,130000,16,54
1318,2000000,20,71
1318,180000,22,59
1317,170000,19,56
1317,275000,21,60
1317,5000000,30,77
1317,140000,20,56
1317,275000,23,61
1317,325000,20,61
1317,325000,23,62
1317,130000,23,57
1316,375000,28,64
1316,350000,18,61
1316,210000,21,59
1316,275000,21,61
1316,160000,20,56
1316,7000000,26,76
1316,120000,20,55
1316,110000,19,53
1315,38000000,30,88
1315,325000,30,64
1315,60000,18,50
1315,725000,21,65
1315,35000,34,56
1315,180000,19,56
1315,70000,20,52
1315,100000,17,54
1315,160000,19,57
1315,525000,21,63
1315,300000,21,60
1315,110000,18,54
1315,325000,25,62
1315,150000,18,55
1314,120000,18,53
1314,45000,19,50
1314,60000,19,47
1314,110000,18,55
1314,4000000,28,74
1314,240000,23,60
1314,50000,21,51
1313,120000,17,53
1313,275000,30,63
1313,200000,21,59
1313,90000,19,53
1313,40000,17,50
1313,70000,19,52
1313,160000,18,58
1313,350000,25,62
1313,60000,17,50
1312,90000,23,54
1312,90000,18,52
1312,350000,29,64
1312,120000,17,53
1312,80000,18,51
1312,130000,23,57
1312,45000,18,49
1312,80000,19,52
1311,140000,16,54
1311,190000,18,56
1311,230000,17,58
1311,45000,18,50
1311,425000,22,63
1311,80000,18,53
1311,625000,23,65
1311,160000,20,56
1311,230000,23,60
1311,110000,20,54
1311,425000,21,62
1311,140000,20,55
1311,475000,23,63
1311,550000,22,64
1310,300000,19,59
1310,110000,20,52
1310,120000,20,54
1310,140000,20,56
1310,170000,18,55
1309,250000,19,59
1309,160000,17,55
1309,170000,19,55
1309,170000,31,61
1309,130000,28,59
1309,425000,27,64
1309,100000,18,52
1308,110000,21,54
1308,375000,18,60
1308,425000,23,63
1308,4000000,30,76
1307,70000,22,52
1307,180000,17,57
1307,100000,19,52
1307,60000,18,49
1307,60000,16,47
1307,375000,23,62
1307,250000,19,58
1306,140000,31,60
1306,170000,18,56
1306,180000,16,55
1306,120000,18,53
1306,150000,20,58
1306,170000,18,55
1306,200000,31,62
1306,60000,17,51
1305,60000,18,47
1305,200000,19,58
1305,140000,34,64
1305,90000,17,52
1305,300000,20,60
1305,375000,31,65
1305,90000,17,53
1305,100000,17,54
1305,100000,23,56
1305,240000,18,58
1305,220000,18,59
1305,650000,27,67
1304,140000,18,53
1304,70000,19,52
1304,100000,19,55
1304,240000,29,62
1304,50000,18,50
1304,100000,17,54
1304,130000,18,54
1303,120000,18,54
1303,60000,17,47
1303,80000,17,52
1303,110000,19,52
1302,750000,28,69
1302,150000,16,54
1302,350000,23,62
1302,425000,18,62
1302,140000,18,55
1302,300000,26,62
1302,30000,29,51
1302,24000000,30,85
1302,130000,19,55
1302,375000,18,60
1302,160000,19,58
1302,500000,25,64
1302,600000,29,67
1302,220000,20,59
1301,300000,32,65
1301,250000,20,58
1301,120000,17,53
1301,3000000,25,73
1301,100000,17,52
1301,90000,18,52
1301,130000,20,53
1300,140000,24,57
1300,220000,18,59
1300,325000,20,60
1300,70000,18,51
1300,50000,19,51
1300,45000,18,47
1300,2000000,34,74
1300,140000,17,54
1300,160000,16,55
1300,110000,18,53
1299,300000,18,59
1299,100000,17,53
1299,140000,18,54
1299,90000,18,54
1298,59000000,25,89
1298,220000,18,57
1298,170000,19,58
1298,70000,19,51
1298,100000,17,52
1298,80000,19,52
1298,350000,27,63
1298,200000,19,58
1298,120000,24,57
1298,450000,22,63
1298,70000,20,52
1297,275000,20,60
1297,100000,18,52
1297,130000,18,55
1297,60000,18,47
1297,100000,17,54
1297,110000,21,54
1297,375000,28,64
1297,62000000,24,89
1297,130000,18,55
1297,90000,19,53
1296,130000,17,53
1296,190000,20,58
1296,1000000,23,68
1296,150000,18,55
1296,18000000,28,82
1295,450000,22,62
1295,110000,22,56
1295,18000000,32,84
1295,130000,20,53
1295,450000,17,61
1294,60000,19,50
1294,150000,18,56
1294,180000,20,58
1294,190000,18,57
1293,300000,22,60
1293,70000,20,52
1293,120000,18,53
1293,50000,18,50
1293,60000,16,50
1293,120000,39,70
1292,130000,18,54
1292,150000,18,55
1292,140000,20,57
1292,80000,18,52
1291,200000,23,59
1291,180000,19,56
1291,50000,16,48
1291,2000000,29,72
1291,130000,17,53
1291,45000,19,50
1291,3000000,36,82
1291,110000,21,56
1291,200000,28,61
1291,10000000,34,83
1290,100000,17,52
1290,375000,22,62
1290,14000000,27,81
1290,500000,22,64
1289,15000,37,61
1289,6000000,29,77
1289,150000,19,55
1289,275000,24,61
1288,21000000,25,82
1288,60000,17,50
1288,100000,20,53
1288,160000,20,57
1288,31000000,24,84
1288,80000,18,51
1287,140000,18,57
1287,275000,31,64
1287,60000,17,51
1287,80000,22,53
1286,15000000,28,81
1286,3000000,28,73
1286,5000000,33,78
1285,230000,20,57
1285,110000,19,52
1285,44000000,25,87
1285,17000000,22,81
1284,140000,19,57
1284,220000,21,60
1284,4000000,29,74
1284,140000,31,60
1284,325000,24,62
1284,50000,21,51
1284,60000,29,55
1283,120000,18,53
1283,8000000,23,77
1283,90000,19,53
1283,70000,17,51
1282,100000,17,53
1282,70000,19,51
1282,825000,29,69
1282,70000,18,51
1282,170000,18,56
1282,120000,18,53
1282,200000,19,58
1282,300000,22,61
1282,190000,18,57
1282,70000,31,55
1281,80000,20,52
1281,250000,19,58
1281,60000,18,49
1281,9000000,30,80
1280,275000,22,60
1280,120000,22,57
1280,50000,21,51
1280,1000000,32,72
1280,90000,16,52
1280,140000,25,58
1280,70000,21,52
1280,120000,17,53
1280,300000,28,63
1280,14000000,30,82
1280,180000,20,58
1280,80000,19,52
1280,13000000,26,80
1279,200000,19,58
1279,3000000,34,76
1279,110000,21,56
1277,190000,18,57
1277,60000,20,51
1277,200000,19,59
1277,100000,20,54
1277,160000,17,56
1277,120000,19,55
1277,170000,28,60
1276,100000,19,52
1276,130000,19,53
1276,90000,19,53
1276,190000,18,57
1276,110000,17,53
1276,130000,19,53
1276,80000,34,61
1275,80000,18,51
1275,120000,18,53
1275,120000,19,56
1274,100000,26,55
1274,210000,22,59
1274,1000000,24,68
1274,50000,17,50
1274,90000,20,53
1274,90000,18,52
1274,350000,27,63
1274,130000,18,54
1273,140000,17,57
1273,3000000,34,77
1273,350000,19,61
1273,100000,16,52
1272,300000,21,60
1272,120000,19,54
1272,45000,20,49
1272,140000,16,55
1272,2000000,30,73
1272,450000,26,64
1272,40000,17,50
1271,130000,18,55
1271,11000000,31,81
1270,140000,21,56
1270,8000000,29,78
1270,45000,21,50
1270,275000,30,63
1270,170000,21,58
1270,14000000,24,80
1270,110000,22,55
1269,180000,18,58
1269,140000,18,54
1269,25000,32,48
1269,230000,16,58
1269,60000,19,50
1269,100000,17,52
1268,750000,27,68
1268,1000000,33,72
1268,70000,16,51
1268,400000,25,63
1268,60000,16,49
1268,10000000,29,80
1267,130000,19,54
1267,190000,20,58
1267,40000,27,51
1267,80000,18,51
1266,120000,17,53
1266,27000000,18,82
1266,400000,28,64
1266,250000,26,61
1265,120000,20,56
1265,220000,26,60
1265,60000,16,50
1265,90000,17,52
1265,100000,17,52
1265,70000,19,51
1265,975000,24,68
1265,170000,18,56
1264,50000,18,48
1264,50000,18,50
1264,100000,21,53
1264,240000,23,60
1263,275000,26,61
1263,350000,24,62
1262,25000000,27,84
1262,80000,16,51
1262,70000,17,51
1262,80000,15,51
1262,45000,17,49
1262,70000,16,51
1262,160000,29,60
1261,160000,17,56
1261,130000,18,54
1261,275000,23,60
1260,50000,18,49
1260,575000,30,68
1260,600000,29,68
1259,31000000,24,84
1259,70000,17,51
1259,100000,33,60
1259,50000,22,51
1259,250000,32,64
1259,45000,22,49
1259,1000000,31,71
1259,325000,30,64
1258,2000000,30,72
1258,100000,19,56
1258,110000,16,53
1257,6000000,27,76
1257,60000,17,48
1257,140000,19,56
1257,100000,18,55
1257,50000,18,50
1256,120000,27,58
1256,525000,20,62
1256,130000,19,53
1255,180000,35,67
1255,1000000,35,75
1254,550000,22,64
1254,1000000,29,71
1254,100000,19,53
1254,34000000,32,88
1254,3000000,24,72
1254,40000,22,50
1253,150000,22,58
1253,400000,19,60
1253,50000,22,51
1253,140000,20,56
1253,160000,17,56
1252,9000,37,58
1252,80000,21,53
1252,20000000,30,84
1252,100000,19,54
1252,170000,18,56
1251,60000,16,48
1251,9000000,30,80
1251,375000,22,62
1251,150000,19,57
1251,150000,18,55
1250,110000,18,53
1250,110000,27,58
1250,15000000,26,81
1250,325000,22,61
1250,100000,17,52
1249,50000,16,49
1249,110000,17,53
1249,70000,20,52
1249,90000,24,54
1248,60000,17,50
1248,2000000,22,71
1248,30000000,24,84
1247,2000000,32,73
1247,160000,38,71
1247,34000000,25,85
1247,80000,19,54
1247,4000,38,53
1247,130000,19,53
1247,70000,17,51
1247,100000,21,54
1247,50000,16,50
1246,110000,19,53
1245,90000,17,53
1245,250000,26,61
1245,100000,28,58
1244,375000,19,61
1244,3000000,34,77
1244,100000,17,52
1244,170000,18,56
1244,100000,18,52
1244,80000,18,52
1244,160000,44,71
1243,50000,17,49
1243,70000,18,51
1243,80000,18,51
1243,90000,20,53
1243,90000,23,55
1243,6000000,30,78
1243,70000,16,51
1242,110000,17,53
1242,110000,18,53
1242,110000,18,53
1241,45000,22,51
1240,190000,21,59
1240,45000,18,48
1240,180000,22,59
1240,45000,21,49
1239,1000000,32,71
1239,45000,18,48
1238,80000,19,53
1238,45000,20,46
1238,150000,16,54
1238,90000,26,56
1238,60000,28,55
1237,120000,21,57
1237,180000,19,56
1237,250000,28,62
1237,13000000,25,80
1237,60000,40,68
1237,200000,20,58
1236,100000,18,52
1236,150000,22,57
1236,110000,18,53
1236,120000,23,57
1236,60000,18,49
1235,950000,35,73
1235,50000,19,51
1235,1000000,32,71
1234,80000,19,52
1233,60000,20,51
1233,3000000,32,75
1233,275000,33,65
1233,50000,18,50
1232,100000,20,52
1232,100000,19,54
1232,450000,32,67
1232,120000,17,55
1232,1000000,28,70
1232,250000,32,64
1232,80000,30,57
1231,6000000,33,79
1231,725000,25,67
1231,110000,19,52
1231,110000,20,55
1231,3000000,27,73
1231,17000000,23,81
1230,130000,19,55
1230,3000000,35,79
1230,120000,19,55
1230,70000,38,69
1229,80000,17,52
1229,875000,17,65
1229,3000000,21,72
1229,1000000,24,69
1229,525000,29,67
1229,2000000,29,73
1228,4000000,29,75
1228,10000000,28,79
1227,60000,17,50
1227,80000,18,53
1227,110000,18,53
1227,170000,18,56
1226,60000,18,49
1226,150000,22,58
1226,35000,18,50
1226,90000,18,52
1226,600000,32,69
1225,3000000,33,75
1225,9000000,30,80
1224,100000,19,52
1224,80000,21,53
1224,625000,23,65
1223,40000,18,50
1223,6000000,27,76
1223,70000,17,51
1223,9000000,25,78
1223,120000,19,55
1223,500000,30,67
1222,1000000,32,70
1222,21000000,22,82
1222,60000,18,51
1222,60000,19,48
1222,1000000,28,70
1221,80000,21,53
